timestamp,country,gender,performance_metric,job_type,request_category
2025-04-27 06:35:43,Australia,Male,job_placement,Sales Rep,job_placement
2025-05-03 02:06:08,India,Male,scheduled_demo,,scheduled_demo
2025-02-08 07:37:44,South Africa,Female,scheduled_demo,,scheduled_demo
2025-04-22 08:38:06,Germany,Female,ai_request,,ai_request
2025-04-26 22:10:50,Botswana,Male,ai_request,,ai_request
2025-02-23 04:31:08,Canada,Male,job_placement,Engineer,job_placement
2025-04-16 11:16:06,India,Male,job_placement,Engineer,job_placement
2025-03-20 17:14:55,France,Male,ai_request,,ai_request
2025-03-12 17:19:37,Canada,Male,scheduled_demo,,scheduled_demo
2025-03-06 15:58:22,Germany,Female,ai_request,,ai_request
2025-02-22 18:46:45,India,Female,ai_request,,ai_request
2025-02-28 14:12:11,Botswana,Male,ai_request,,ai_request
2025-04-22 19:33:21,Australia,Female,job_placement,Sales Rep,job_placement
2025-03-12 08:48:28,Brazil,Male,job_request,Designer,job_request
2025-02-17 14:39:10,China,Male,scheduled_demo,,scheduled_demo
2025-02-16 16:35:57,France,Male,ai_request,,ai_request
2025-03-16 13:46:50,Brazil,Male,scheduled_demo,,scheduled_demo
2025-02-17 01:51:04,Brazil,Male,ai_request,,ai_request
2025-03-14 12:58:06,Brazil,Male,job_placement,Data Analyst,job_placement
2025-04-30 23:17:27,Nigeria,Male,job_request,Manager,job_request
2025-03-13 01:57:38,Nigeria,Female,job_request,Sales Rep,job_request
2025-04-07 07:16:10,Brazil,Male,ai_request,,ai_request
2025-03-05 08:51:50,China,Female,job_request,Sales Rep,job_request
2025-04-27 01:13:51,United States,Male,job_request,Engineer,job_request
2025-02-11 21:43:57,China,Male,job_request,Designer,job_request
2025-04-19 12:53:02,Nigeria,Female,ai_request,,ai_request
2025-03-24 07:01:24,Australia,Male,ai_request,,ai_request
2025-03-31 17:59:16,Canada,Male,job_placement,Engineer,job_placement
2025-02-19 19:21:06,Botswana,Male,job_request,Engineer,job_request
2025-05-08 05:35:23,Brazil,Male,scheduled_demo,,scheduled_demo
2025-03-16 10:32:05,Australia,Female,ai_request,,ai_request
2025-02-15 08:06:12,Nigeria,Female,job_request,Engineer,job_request
2025-04-02 06:50:01,Australia,Male,ai_request,,ai_request
2025-03-08 03:38:26,India,Female,job_request,Data Analyst,job_request
2025-04-29 05:08:19,Botswana,Female,job_request,Designer,job_request
2025-04-09 17:19:21,India,Male,ai_request,,ai_request
2025-04-08 17:44:28,France,Male,scheduled_demo,,scheduled_demo
2025-05-04 15:44:16,United States,Male,job_placement,Manager,job_placement
2025-05-02 08:24:30,Botswana,Male,job_request,Engineer,job_request
2025-03-14 19:09:23,Germany,Male,scheduled_demo,,scheduled_demo
2025-04-04 17:48:49,South Africa,Male,scheduled_demo,,scheduled_demo
2025-02-26 08:33:02,Brazil,Male,job_request,Manager,job_request
2025-04-17 02:15:25,France,Male,scheduled_demo,,scheduled_demo
2025-02-14 10:33:39,South Africa,Female,job_request,Data Analyst,job_request
2025-02-12 03:15:51,South Africa,Female,ai_request,,ai_request
2025-04-12 21:20:27,India,Female,ai_request,,ai_request
2025-03-01 19:31:38,South Africa,Female,ai_request,,ai_request
2025-04-23 17:51:56,China,Male,job_request,Engineer,job_request
2025-03-07 18:48:31,France,Male,job_request,Engineer,job_request
2025-02-15 10:24:52,Botswana,Female,ai_request,,ai_request
2025-05-01 17:31:14,China,Male,ai_request,,ai_request
2025-03-02 06:55:40,China,Female,ai_request,,ai_request
2025-05-02 19:32:20,Canada,Female,ai_request,,ai_request
2025-02-17 11:50:10,South Africa,Female,scheduled_demo,,scheduled_demo
2025-03-16 14:14:38,Germany,Female,scheduled_demo,,scheduled_demo
2025-03-06 16:12:40,Brazil,Male,scheduled_demo,,scheduled_demo
2025-03-23 17:00:30,India,Male,job_placement,Data Analyst,job_placement
2025-04-10 09:44:16,South Africa,Female,ai_request,,ai_request
2025-04-29 16:06:14,India,Male,job_request,Engineer,job_request
2025-03-15 02:36:23,India,Male,job_request,Engineer,job_request
2025-02-23 11:29:50,Germany,Female,job_placement,Designer,job_placement
2025-03-15 15:04:12,Botswana,Female,job_request,Manager,job_request
2025-03-14 04:19:35,Brazil,Male,scheduled_demo,,scheduled_demo
2025-02-28 00:40:21,Botswana,Male,ai_request,,ai_request
2025-04-13 18:06:25,France,Male,job_placement,Sales Rep,job_placement
2025-03-05 14:35:21,United States,Female,ai_request,,ai_request
2025-04-16 19:50:44,United States,Female,job_placement,Designer,job_placement
2025-04-15 01:16:02,South Africa,Male,ai_request,,ai_request
2025-04-11 14:31:03,Botswana,Female,job_placement,Manager,job_placement
2025-02-14 14:51:56,Nigeria,Male,ai_request,,ai_request
2025-04-07 19:51:50,Australia,Male,ai_request,,ai_request
2025-04-10 08:05:32,China,Female,ai_request,,ai_request
2025-02-24 07:16:04,India,Male,ai_request,,ai_request
2025-03-31 13:07:19,Australia,Male,scheduled_demo,,scheduled_demo
2025-04-19 11:28:27,Nigeria,Male,job_request,Sales Rep,job_request
2025-03-03 10:56:11,India,Male,job_placement,Designer,job_placement
2025-02-23 13:14:28,South Africa,Male,scheduled_demo,,scheduled_demo
2025-03-24 13:37:48,China,Female,job_request,Engineer,job_request
2025-03-16 12:40:51,China,Female,job_placement,Manager,job_placement
2025-03-05 21:30:35,United States,Male,job_placement,Data Analyst,job_placement
2025-05-08 12:48:12,France,Female,ai_request,,ai_request
2025-04-10 19:47:36,Brazil,Female,scheduled_demo,,scheduled_demo
2025-04-15 12:01:09,China,Female,job_placement,Manager,job_placement
2025-04-02 18:16:22,Australia,Male,scheduled_demo,,scheduled_demo
2025-03-01 00:13:34,United States,Female,job_placement,Engineer,job_placement
2025-04-15 03:45:09,China,Female,ai_request,,ai_request
2025-03-11 04:07:09,South Africa,Female,scheduled_demo,,scheduled_demo
2025-04-30 12:28:23,South Africa,Male,job_placement,Data Analyst,job_placement
2025-04-23 06:47:10,South Africa,Female,job_placement,Data Analyst,job_placement
2025-04-24 00:41:48,India,Male,job_request,Designer,job_request
2025-02-13 02:49:50,South Africa,Female,job_request,Designer,job_request
2025-03-01 22:12:23,Australia,Male,job_placement,Data Analyst,job_placement
2025-04-28 11:25:28,Nigeria,Female,job_placement,Manager,job_placement
2025-02-10 19:17:05,Canada,Female,job_placement,Sales Rep,job_placement
2025-04-26 20:22:42,Botswana,Female,ai_request,,ai_request
2025-03-10 07:32:40,South Africa,Male,ai_request,,ai_request
2025-03-18 15:16:03,Botswana,Female,job_placement,Engineer,job_placement
2025-03-05 16:22:02,South Africa,Female,ai_request,,ai_request
2025-02-14 02:42:59,Nigeria,Male,ai_request,,ai_request
2025-02-28 04:06:41,United States,Male,scheduled_demo,,scheduled_demo
2025-05-07 08:14:49,France,Male,job_request,Sales Rep,job_request
2025-04-03 18:06:40,South Africa,Male,job_request,Sales Rep,job_request
2025-05-03 18:34:13,Australia,Male,job_request,Designer,job_request
2025-04-18 09:20:50,Brazil,Female,scheduled_demo,,scheduled_demo
2025-03-10 05:44:18,Germany,Female,ai_request,,ai_request
2025-02-28 07:56:29,Botswana,Male,scheduled_demo,,scheduled_demo
2025-04-12 07:46:07,Canada,Male,scheduled_demo,,scheduled_demo
2025-03-28 03:46:44,South Africa,Female,job_request,Sales Rep,job_request
2025-03-18 02:22:29,Botswana,Female,job_request,Designer,job_request
2025-05-04 13:56:49,Canada,Female,job_request,Designer,job_request
2025-05-07 11:32:10,Botswana,Female,job_placement,Designer,job_placement
2025-04-11 02:26:21,Canada,Male,job_placement,Data Analyst,job_placement
2025-03-24 05:41:17,India,Female,ai_request,,ai_request
2025-02-21 13:24:02,Botswana,Male,job_placement,Designer,job_placement
2025-03-05 09:42:04,Nigeria,Female,ai_request,,ai_request
2025-02-21 05:50:53,Nigeria,Male,ai_request,,ai_request
2025-03-03 15:10:10,Australia,Female,job_request,Manager,job_request
2025-04-21 00:26:09,Australia,Male,job_request,Designer,job_request
2025-04-03 04:34:06,Australia,Male,job_request,Manager,job_request
2025-04-01 00:23:38,Canada,Male,job_request,Data Analyst,job_request
2025-03-05 04:43:05,Australia,Female,job_placement,Manager,job_placement
2025-04-21 05:09:15,Canada,Male,ai_request,,ai_request
2025-04-05 10:40:11,Australia,Female,job_placement,Engineer,job_placement
2025-03-21 06:48:32,China,Female,job_request,Designer,job_request
2025-05-05 20:33:53,Germany,Male,job_request,Sales Rep,job_request
2025-04-05 08:12:57,Brazil,Female,scheduled_demo,,scheduled_demo
2025-03-18 11:09:23,Canada,Male,ai_request,,ai_request
2025-03-14 19:59:55,India,Female,scheduled_demo,,scheduled_demo
2025-02-28 23:32:24,Nigeria,Female,job_placement,Data Analyst,job_placement
2025-02-21 02:49:19,Australia,Female,job_placement,Sales Rep,job_placement
2025-03-29 03:46:05,Brazil,Female,job_placement,Engineer,job_placement
2025-03-27 14:27:39,China,Male,scheduled_demo,,scheduled_demo
2025-02-16 12:19:12,South Africa,Male,scheduled_demo,,scheduled_demo
2025-04-22 01:35:09,Nigeria,Male,scheduled_demo,,scheduled_demo
2025-02-12 06:16:29,France,Male,scheduled_demo,,scheduled_demo
2025-05-02 07:00:03,Germany,Female,ai_request,,ai_request
2025-02-18 07:59:12,France,Male,scheduled_demo,,scheduled_demo
2025-02-22 12:37:54,India,Female,job_request,Designer,job_request
2025-04-09 14:32:27,Germany,Female,scheduled_demo,,scheduled_demo
2025-02-23 05:16:15,France,Male,scheduled_demo,,scheduled_demo
2025-04-25 14:09:52,France,Female,job_placement,Sales Rep,job_placement
2025-04-14 18:07:19,Brazil,Male,ai_request,,ai_request
2025-03-20 16:11:23,India,Male,scheduled_demo,,scheduled_demo
2025-04-06 14:13:10,China,Female,scheduled_demo,,scheduled_demo
2025-02-13 20:30:58,Brazil,Female,job_placement,Engineer,job_placement
2025-03-17 01:03:31,Canada,Male,job_request,Sales Rep,job_request
2025-03-16 17:43:23,South Africa,Female,job_placement,Designer,job_placement
2025-04-06 13:00:23,Germany,Female,job_request,Manager,job_request
2025-03-25 03:07:16,Canada,Female,job_request,Manager,job_request
2025-03-31 01:24:41,China,Male,job_placement,Engineer,job_placement
2025-03-04 02:19:23,Canada,Male,job_placement,Sales Rep,job_placement
2025-04-02 09:35:44,China,Male,job_request,Sales Rep,job_request
2025-05-02 06:14:52,Germany,Female,job_placement,Designer,job_placement
2025-02-08 19:14:18,India,Female,job_placement,Data Analyst,job_placement
2025-04-14 17:39:39,Botswana,Male,job_placement,Manager,job_placement
2025-04-18 15:53:21,Brazil,Male,ai_request,,ai_request
2025-02-18 19:24:38,Canada,Male,job_request,Sales Rep,job_request
2025-04-14 20:59:10,Canada,Male,job_request,Engineer,job_request
2025-05-04 14:11:32,Nigeria,Female,job_placement,Designer,job_placement
2025-03-31 19:43:02,South Africa,Female,job_placement,Sales Rep,job_placement
2025-04-21 14:09:28,Australia,Female,job_placement,Data Analyst,job_placement
2025-03-05 14:14:00,India,Female,job_request,Data Analyst,job_request
2025-04-23 07:27:02,Brazil,Male,ai_request,,ai_request
2025-04-10 22:02:06,Brazil,Male,job_placement,Designer,job_placement
2025-03-12 17:09:07,Canada,Female,ai_request,,ai_request
2025-02-18 12:25:16,Brazil,Male,job_placement,Data Analyst,job_placement
2025-03-08 04:23:26,China,Male,ai_request,,ai_request
2025-03-21 21:33:44,United States,Male,job_placement,Data Analyst,job_placement
2025-02-23 01:01:12,United States,Female,scheduled_demo,,scheduled_demo
2025-03-23 17:44:19,South Africa,Female,ai_request,,ai_request
2025-02-08 00:02:52,United States,Female,scheduled_demo,,scheduled_demo
2025-04-18 19:04:56,Canada,Female,job_request,Data Analyst,job_request
2025-05-03 17:22:15,United States,Female,ai_request,,ai_request
2025-04-18 13:27:48,Brazil,Male,job_request,Sales Rep,job_request
2025-03-05 06:13:36,Brazil,Male,job_request,Designer,job_request
2025-03-28 06:56:09,France,Female,ai_request,,ai_request
2025-04-22 15:59:11,Nigeria,Male,scheduled_demo,,scheduled_demo
2025-02-25 00:46:29,France,Male,job_request,Manager,job_request
2025-03-28 23:28:11,Canada,Female,job_request,Data Analyst,job_request
2025-05-07 07:03:46,India,Male,job_request,Manager,job_request
2025-02-18 00:26:27,Nigeria,Male,scheduled_demo,,scheduled_demo
2025-05-03 04:56:28,South Africa,Male,job_placement,Designer,job_placement
2025-04-09 09:32:27,Germany,Male,ai_request,,ai_request
2025-03-08 15:54:45,United States,Female,ai_request,,ai_request
2025-04-30 09:43:03,France,Female,job_request,Data Analyst,job_request
2025-04-10 17:20:45,Nigeria,Female,scheduled_demo,,scheduled_demo
2025-03-28 23:25:33,Canada,Male,job_placement,Designer,job_placement
2025-04-07 19:29:21,South Africa,Male,job_placement,Sales Rep,job_placement
2025-02-26 23:58:56,Botswana,Male,scheduled_demo,,scheduled_demo
2025-02-22 12:37:37,India,Male,ai_request,,ai_request
2025-03-15 23:46:05,United States,Male,scheduled_demo,,scheduled_demo
2025-04-22 17:15:53,France,Female,job_placement,Sales Rep,job_placement
2025-02-23 08:55:20,Canada,Female,scheduled_demo,,scheduled_demo
2025-04-01 01:19:48,India,Female,job_request,Sales Rep,job_request
2025-04-24 06:49:01,France,Male,scheduled_demo,,scheduled_demo
2025-05-08 05:54:46,China,Female,job_request,Engineer,job_request
2025-03-31 04:17:58,Nigeria,Male,scheduled_demo,,scheduled_demo
2025-05-07 20:43:50,France,Male,job_placement,Designer,job_placement
2025-02-07 17:49:06,Botswana,Female,job_request,Data Analyst,job_request
2025-04-06 20:07:40,France,Female,ai_request,,ai_request
2025-03-11 03:49:27,Brazil,Female,job_request,Data Analyst,job_request
2025-03-27 03:01:10,China,Female,job_request,Engineer,job_request
2025-02-09 13:52:11,China,Female,ai_request,,ai_request
2025-02-18 13:09:23,India,Female,job_request,Manager,job_request
2025-03-14 22:17:32,Canada,Male,scheduled_demo,,scheduled_demo
2025-05-04 00:03:22,India,Female,job_placement,Engineer,job_placement
2025-04-29 10:24:25,Botswana,Male,job_request,Manager,job_request
2025-04-27 00:24:26,Australia,Male,job_request,Designer,job_request
2025-03-09 13:02:44,France,Female,job_placement,Sales Rep,job_placement
2025-03-02 22:27:00,Nigeria,Female,scheduled_demo,,scheduled_demo
2025-02-13 07:27:40,India,Female,ai_request,,ai_request
2025-03-03 01:45:26,Brazil,Male,job_request,Manager,job_request
2025-05-03 22:23:47,Germany,Female,ai_request,,ai_request
2025-04-03 18:31:23,Botswana,Female,scheduled_demo,,scheduled_demo
2025-02-15 08:00:11,Nigeria,Male,scheduled_demo,,scheduled_demo
2025-02-16 00:04:22,Brazil,Male,job_request,Sales Rep,job_request
2025-04-19 17:57:14,Botswana,Female,job_placement,Sales Rep,job_placement
2025-03-26 20:55:32,Canada,Male,job_request,Sales Rep,job_request
2025-04-27 21:57:28,Australia,Male,ai_request,,ai_request
2025-02-14 09:45:45,Brazil,Female,ai_request,,ai_request
2025-04-22 12:49:02,China,Female,job_request,Engineer,job_request
2025-03-31 09:46:52,India,Female,job_placement,Designer,job_placement
2025-04-23 01:00:33,Botswana,Female,job_request,Data Analyst,job_request
2025-02-19 21:31:44,Botswana,Female,job_placement,Sales Rep,job_placement
2025-02-20 03:39:34,Nigeria,Male,job_placement,Manager,job_placement
2025-04-12 17:49:00,Nigeria,Female,job_request,Engineer,job_request
2025-03-25 19:58:26,Canada,Female,job_placement,Sales Rep,job_placement
2025-04-02 01:37:15,Canada,Male,ai_request,,ai_request
2025-02-23 17:15:34,Botswana,Female,ai_request,,ai_request
2025-03-05 10:06:45,Canada,Male,scheduled_demo,,scheduled_demo
2025-03-30 22:03:17,United States,Male,job_request,Sales Rep,job_request
2025-05-03 09:24:07,Brazil,Female,ai_request,,ai_request
2025-04-07 13:57:07,China,Female,job_placement,Engineer,job_placement
2025-03-20 18:28:07,South Africa,Female,job_placement,Data Analyst,job_placement
2025-02-28 06:00:41,Botswana,Male,job_request,Manager,job_request
2025-04-01 01:08:12,Nigeria,Female,scheduled_demo,,scheduled_demo
2025-04-22 00:22:52,Brazil,Female,ai_request,,ai_request
2025-04-19 13:20:54,South Africa,Male,scheduled_demo,,scheduled_demo
2025-04-15 15:59:38,Germany,Female,job_request,Engineer,job_request
2025-02-27 05:12:06,China,Male,scheduled_demo,,scheduled_demo
2025-04-17 21:46:38,China,Female,job_placement,Sales Rep,job_placement
2025-03-09 22:50:14,Nigeria,Female,ai_request,,ai_request
2025-03-18 10:12:18,Germany,Male,ai_request,,ai_request
2025-04-13 21:37:47,France,Female,scheduled_demo,,scheduled_demo
2025-04-11 18:48:41,Canada,Male,ai_request,,ai_request
2025-03-15 22:37:07,Canada,Female,ai_request,,ai_request
2025-03-22 05:19:58,India,Male,job_request,Sales Rep,job_request
2025-05-06 00:44:18,South Africa,Male,job_placement,Engineer,job_placement
2025-03-29 22:31:29,China,Female,job_request,Sales Rep,job_request
2025-03-23 12:31:29,Canada,Female,job_placement,Designer,job_placement
2025-02-19 10:26:45,Canada,Male,job_request,Designer,job_request
2025-03-03 18:08:52,France,Female,job_request,Manager,job_request
2025-03-01 12:04:06,India,Male,job_placement,Sales Rep,job_placement
2025-02-13 21:40:37,United States,Male,job_placement,Manager,job_placement
2025-03-12 12:16:56,India,Male,job_request,Manager,job_request
2025-02-09 17:29:57,Nigeria,Male,job_placement,Manager,job_placement
2025-04-05 19:20:40,South Africa,Male,job_placement,Engineer,job_placement
2025-04-02 11:12:59,India,Female,scheduled_demo,,scheduled_demo
2025-03-02 00:41:31,France,Female,scheduled_demo,,scheduled_demo
2025-04-05 19:39:02,Brazil,Female,ai_request,,ai_request
2025-03-01 01:37:46,Australia,Male,job_placement,Designer,job_placement
2025-02-08 09:14:30,Botswana,Female,ai_request,,ai_request
2025-02-14 13:54:42,Germany,Female,job_placement,Sales Rep,job_placement
2025-04-17 09:52:29,China,Male,job_placement,Sales Rep,job_placement
2025-04-09 23:03:44,Germany,Male,scheduled_demo,,scheduled_demo
2025-02-13 09:40:17,Botswana,Female,job_request,Engineer,job_request
2025-03-01 21:57:31,United States,Female,job_request,Manager,job_request
2025-02-14 05:32:23,Canada,Female,scheduled_demo,,scheduled_demo
2025-05-06 14:16:02,France,Female,job_placement,Data Analyst,job_placement
2025-02-10 17:40:59,South Africa,Male,scheduled_demo,,scheduled_demo
2025-05-02 03:34:53,United States,Female,job_request,Manager,job_request
2025-03-11 18:26:24,South Africa,Male,ai_request,,ai_request
2025-02-14 13:35:43,India,Female,job_request,Engineer,job_request
2025-03-29 14:33:23,United States,Male,ai_request,,ai_request
2025-03-02 19:04:36,Canada,Male,job_placement,Engineer,job_placement
2025-03-06 17:23:05,Botswana,Male,ai_request,,ai_request
2025-04-13 15:19:01,Canada,Female,job_request,Manager,job_request
2025-03-26 19:35:00,France,Male,job_request,Sales Rep,job_request
2025-02-28 11:41:37,Canada,Female,scheduled_demo,,scheduled_demo
2025-04-01 00:59:31,United States,Female,job_placement,Designer,job_placement
2025-02-20 12:47:41,Canada,Male,job_request,Data Analyst,job_request
2025-04-18 22:01:10,South Africa,Female,scheduled_demo,,scheduled_demo
2025-05-04 08:35:14,United States,Female,job_placement,Data Analyst,job_placement
2025-04-04 03:06:45,Brazil,Female,ai_request,,ai_request
2025-04-04 15:09:22,South Africa,Male,scheduled_demo,,scheduled_demo
2025-03-25 13:53:20,United States,Female,scheduled_demo,,scheduled_demo
2025-03-03 06:42:37,Germany,Male,ai_request,,ai_request
2025-04-24 20:46:53,Botswana,Male,scheduled_demo,,scheduled_demo
2025-03-25 14:35:33,Nigeria,Female,ai_request,,ai_request
2025-04-27 02:05:24,France,Male,ai_request,,ai_request
2025-03-19 05:00:15,Germany,Male,job_placement,Manager,job_placement
2025-02-26 04:10:23,Germany,Male,job_placement,Engineer,job_placement
2025-02-16 20:16:51,United States,Female,ai_request,,ai_request
2025-02-17 02:21:03,France,Female,ai_request,,ai_request
2025-04-12 16:01:36,Germany,Female,scheduled_demo,,scheduled_demo
2025-03-21 12:54:28,Germany,Female,scheduled_demo,,scheduled_demo
2025-03-14 02:03:32,Brazil,Female,scheduled_demo,,scheduled_demo
2025-03-20 19:29:44,China,Male,job_request,Sales Rep,job_request
2025-03-19 14:25:24,France,Male,ai_request,,ai_request
2025-03-25 00:43:55,Canada,Male,job_placement,Engineer,job_placement
2025-05-02 13:22:16,Australia,Female,job_request,Engineer,job_request
2025-04-19 11:21:20,Canada,Male,job_request,Engineer,job_request
2025-02-12 22:42:49,France,Male,job_placement,Engineer,job_placement
2025-04-14 01:32:20,India,Female,ai_request,,ai_request
2025-04-12 03:08:50,France,Female,job_request,Sales Rep,job_request
2025-04-11 10:11:37,Brazil,Male,job_request,Manager,job_request
2025-02-17 05:48:57,Australia,Female,ai_request,,ai_request
2025-02-13 13:43:24,Australia,Female,ai_request,,ai_request
2025-03-18 18:39:41,Australia,Female,job_request,Engineer,job_request
2025-04-19 09:20:47,Australia,Female,job_placement,Data Analyst,job_placement
2025-03-12 15:07:05,Germany,Female,job_placement,Engineer,job_placement
2025-04-26 10:00:05,Brazil,Male,scheduled_demo,,scheduled_demo
2025-05-02 08:19:42,Brazil,Female,job_request,Designer,job_request
2025-02-18 07:06:04,France,Female,scheduled_demo,,scheduled_demo
2025-03-03 19:53:49,Australia,Female,scheduled_demo,,scheduled_demo
2025-02-26 06:55:23,United States,Female,job_request,Manager,job_request
2025-02-26 03:42:16,China,Male,job_placement,Manager,job_placement
2025-03-31 18:07:19,Germany,Female,ai_request,,ai_request
2025-03-23 05:49:52,Brazil,Female,ai_request,,ai_request
2025-02-21 07:08:03,Brazil,Female,job_placement,Manager,job_placement
2025-03-20 15:32:28,Australia,Male,ai_request,,ai_request
2025-02-25 12:02:38,United States,Male,job_placement,Data Analyst,job_placement
2025-03-06 17:32:35,China,Female,job_placement,Engineer,job_placement
2025-03-24 14:29:14,Germany,Female,ai_request,,ai_request
2025-03-03 22:34:37,Germany,Male,scheduled_demo,,scheduled_demo
2025-05-03 14:11:08,Botswana,Male,scheduled_demo,,scheduled_demo
2025-05-08 07:51:02,Australia,Female,job_request,Data Analyst,job_request
2025-02-15 00:08:43,China,Female,ai_request,,ai_request
2025-03-22 17:03:19,France,Male,job_placement,Engineer,job_placement
2025-04-27 03:18:50,Germany,Male,ai_request,,ai_request
2025-05-02 07:34:28,India,Female,scheduled_demo,,scheduled_demo
2025-05-01 19:01:59,Canada,Female,job_request,Sales Rep,job_request
2025-04-02 02:50:12,Nigeria,Male,job_placement,Data Analyst,job_placement
2025-02-17 04:37:46,Brazil,Female,job_request,Manager,job_request
2025-02-12 14:21:54,Botswana,Female,job_request,Engineer,job_request
2025-04-12 00:05:36,Australia,Male,ai_request,,ai_request
2025-04-01 04:08:49,Nigeria,Female,scheduled_demo,,scheduled_demo
2025-04-29 20:34:16,Germany,Female,ai_request,,ai_request
2025-02-09 02:52:26,China,Male,job_placement,Engineer,job_placement
2025-02-16 17:48:13,Australia,Male,job_request,Designer,job_request
2025-05-08 15:04:38,Botswana,Male,job_request,Manager,job_request
2025-04-21 20:25:14,Brazil,Female,job_placement,Engineer,job_placement
2025-05-01 02:05:24,United States,Female,job_request,Engineer,job_request
2025-03-02 15:17:23,France,Female,job_placement,Manager,job_placement
2025-02-23 20:01:07,South Africa,Female,job_request,Data Analyst,job_request
2025-03-19 03:29:57,Australia,Male,scheduled_demo,,scheduled_demo
2025-03-26 20:06:42,Germany,Female,job_placement,Data Analyst,job_placement
2025-03-26 10:07:56,Australia,Male,scheduled_demo,,scheduled_demo
2025-02-28 10:33:11,Australia,Female,ai_request,,ai_request
2025-05-02 15:16:02,Australia,Female,scheduled_demo,,scheduled_demo
2025-03-18 14:58:38,Nigeria,Female,job_placement,Designer,job_placement
2025-05-06 07:19:48,Botswana,Male,scheduled_demo,,scheduled_demo
2025-02-13 09:06:58,China,Female,ai_request,,ai_request
2025-02-23 16:07:05,Nigeria,Male,ai_request,,ai_request
2025-03-16 11:33:25,India,Male,ai_request,,ai_request
2025-02-07 21:30:29,France,Male,ai_request,,ai_request
2025-03-17 14:14:04,Germany,Female,scheduled_demo,,scheduled_demo
2025-03-05 10:27:13,France,Female,job_request,Manager,job_request
2025-05-08 15:25:45,South Africa,Female,job_placement,Designer,job_placement
2025-04-24 19:30:09,Brazil,Female,job_request,Sales Rep,job_request
2025-04-24 21:58:11,India,Male,job_placement,Data Analyst,job_placement
2025-03-23 20:43:55,India,Female,scheduled_demo,,scheduled_demo
2025-03-07 09:09:52,United States,Male,job_request,Data Analyst,job_request
2025-03-20 18:09:52,Brazil,Male,job_placement,Manager,job_placement
2025-04-16 07:39:42,Canada,Male,job_request,Sales Rep,job_request
2025-04-19 14:41:11,China,Female,ai_request,,ai_request
2025-04-24 17:51:01,United States,Female,ai_request,,ai_request
2025-04-02 15:31:11,China,Male,scheduled_demo,,scheduled_demo
2025-04-12 22:45:27,United States,Male,ai_request,,ai_request
2025-04-18 10:29:54,Canada,Male,job_request,Data Analyst,job_request
2025-03-26 22:30:44,India,Female,job_placement,Sales Rep,job_placement
2025-02-22 17:11:18,South Africa,Male,job_placement,Data Analyst,job_placement
2025-02-26 02:58:47,China,Male,scheduled_demo,,scheduled_demo
2025-03-08 11:51:54,India,Female,job_request,Manager,job_request
2025-02-28 19:45:56,China,Male,ai_request,,ai_request
2025-02-13 08:45:42,China,Female,ai_request,,ai_request
